 
                                                                                                                                                                                                                                                                
 
   caldt        vwretd        sprtrn      spindx
19321224      0.014193       .               .  
19321227     -0.006563       .               .  
19321228     -0.001048       .               .  
19321229      0.023126       .               .  
19321230      0.027905       .               .  
19321231     -0.004448       .               .  
19330103     -0.010444       .               .  
19330104      0.048526       .               .  
19330105     -0.003974       .               .  
19330106      0.016572       .               .  
19330109     -0.012617       .               .  
19330110      0.029786       .               .  
19330111     -0.003000       .               .  
19330112     -0.011362       .               .  
19330113     -0.000158       .               .  
19330114     -0.001637       .               .  
19330116     -0.025077       .               .  
19330117      0.003302       .               .  
19330118     -0.018992       .               .  
19330119      0.005604       .               .  
19330120      0.014192       .               .  
19330121      0.005622       .               .  
19330123     -0.010831       .               .  
19330124     -0.006728       .               .  
19330125      0.017934       .               .  
19330126     -0.007305       .               .  
19330127     -0.000792       .               .  
19330128     -0.011184       .               .  
19330130      0.004306       .               .  
19330131     -0.005024       .               .  
19330201     -0.036565       .               .  
19330202     -0.018170       .               .  
19330203     -0.001638       .               .  
19330204     -0.011948       .               .  
19330206      0.003645       .               .  
19330207      0.009077       .               .  
19330208      0.013162       .               .  
19330209      0.022570       .               .  
19330210     -0.012978       .               .  
19330211      0.001496       .               .  
19330214     -0.054868       .               .  
19330215     -0.003752       .               .  
19330216     -0.024142       .               .  
19330217      0.016434       .               .  
19330218     -0.005822       .               .  
19330220     -0.033529       .               .  
19330221     -0.007374       .               .  
19330223     -0.047699       .               .  
19330224      0.041012       .               .  
19330225     -0.054603       .               .  
19330227     -0.011699       .               .  
19330228      0.026194       .               .  
19330301      0.019838       .               .  
19330302     -0.020296       .               .  
19330303      0.035374       .               .  
19330315      0.168133       .               .  
19330316      0.015095       .               .  
19330317     -0.040385       .               .  
19330318     -0.001251       .               .  
19330320     -0.015718       .               .  
19330321     -0.047324       .               .  
19330322     -0.010011       .               .  
19330323      0.020958       .               .  
19330324     -0.001291       .               .  
19330325     -0.005642       .               .  
19330327     -0.021822       .               .  
19330328      0.020208       .               .  
19330329     -0.023050       .               .  
19330330     -0.003954       .               .  
19330331     -0.033247       .               .  
19330401      0.004691       .               .  
19330403     -0.002510       .               .  
19330404      0.002311       .               .  
19330405      0.005669       .               .  
19330406      0.018768       .               .  
19330407      0.011038       .               .  
19330408      0.015773       .               .  
19330410      0.054767       .               .  
19330411     -0.006626       .               .  
19330412     -0.014869       .               .  
19330413      0.039247       .               .  
19330415     -0.001013       .               .  
19330417     -0.022204       .               .  
19330418      0.021140       .               .  
19330419      0.072035       .               .  
19330420      0.092811       .               .  
19330421     -0.043624       .               .  
19330422      0.042520       .               .  
19330424      0.020391       .               .  
19330425     -0.024386       .               .  
19330426      0.007427       .               .  
19330427     -0.010593       .               .  
19330428      0.017393       .               .  
19330429      0.060730       .               .  
19330501      0.015557       .               .  
19330502      0.008969       .               .  
19330503     -0.008995       .               .  
19330504      0.029687       .               .  
19330505      0.009437       .               .  
19330506     -0.029626       .               .  
19330508     -0.017725       .               .  
19330509      0.007429       .               .  
19330510      0.051322       .               .  
19330511      0.029909       .               .  
19330512     -0.003108       .               .  
19330513     -0.024055       .               .  
19330515     -0.014272       .               .  
19330516      0.020633       .               .  
19330517      0.010627       .               .  
19330518     -0.004750       .               .  
19330519     -0.007480       .               .  
19330520     -0.019942       .               .  
19330522     -0.000304       .               .  
19330523      0.037930       .               .  
19330524      0.020273       .               .  
19330525     -0.006631       .               .  
19330526      0.027335       .               .  
19330527      0.032441       .               .  
19330529      0.015886       .               .  
19330531     -0.013192       .               .  
19330601      0.012108       .               .  
19330602      0.038665       .               .  
19330603     -0.027003       .               .  
19330605      0.022194       .               .  
19330606     -0.004086       .               .  
19330607      0.016527       .               .  
19330608      0.007363       .               .  
19330609      0.009015       .               .  
19330610      0.008211       .               .  
19330612      0.038259       .               .  
19330613     -0.028044       .               .  
19330614     -0.010026       .               .  
19330615     -0.069196       .               .  
19330616      0.007784       .               .  
19330617      0.015622       .               .  
19330619      0.072347       .               .  
19330620     -0.014310       .               .  
19330621      0.005794       .               .  
19330622     -0.033420       .               .  
19330623      0.033145       .               .  
19330624      0.003759       .               .  
19330626      0.025932       .               .  
19330627      0.010995       .               .  
19330628     -0.011119       .               .  
19330629     -0.010689       .               .  
19330630      0.019242       .               .  
19330701      0.025718       .               .  
19330703      0.041839       .               .  
19330705     -0.003543       .               .  
19330706      0.027747       .               .  
19330707      0.009301       .               .  
19330708     -0.001100       .               .  
19330710     -0.010664       .               .  
19330711     -0.011853       .               .  
19330712      0.012731       .               .  
19330713      0.012505       .               .  
19330714     -0.013042       .               .  
19330715      0.004361       .               .  
19330717      0.018524       .               .  
19330718      0.005374       .               .  
19330719     -0.047908       .               .  
19330720     -0.089009       .               .  
19330721     -0.089858       .               .  
19330722      0.008975       .               .  
19330724      0.080361       .               .  
19330725     -0.015691       .               .  
19330726      0.023659       .               .  
19330727      0.009701       .               .  
19330728     -0.022872       .               .  
19330731     -0.046888       .               .  
19330801      0.030635       .               .  
19330802      0.023398       .               .  
19330803     -0.012162       .               .  
19330804     -0.021814       .               .  
19330807     -0.008276       .               .  
19330808      0.034340       .               .  
19330809      0.041139       .               .  
19330810     -0.016520       .               .  
19330811     -0.002682       .               .  
19330814     -0.011625       .               .  
19330815      0.000209       .               .  
19330816     -0.026751       .               .  
19330817      0.056291       .               .  
19330818     -0.017381       .               .  
19330821      0.016861       .               .  
19330822      0.015803       .               .  
19330823     -0.011039       .               .  
19330824      0.008630       .               .  
19330825      0.037825       .               .  
19330828     -0.001048       .               .  
19330829     -0.004037       .               .  
19330830     -0.010295       .               .  
19330831      0.000053       .               .  
19330901      0.013450       .               .  
19330905     -0.036472       .               .  
19330906     -0.000460       .               .  
19330907     -0.014075       .               .  
19330908     -0.002826       .               .  
19330909     -0.000043       .               .  
19330911      0.044016       .               .  
19330912     -0.006411       .               .  
19330913      0.006470       .               .  
19330914      0.001469       .               .  
19330915     -0.028464       .               .  
19330916      0.026159       .               .  
19330918     -0.010465       .               .  
19330919      0.002846       .               .  
19330920     -0.032708       .               .  
19330921     -0.063791       .               .  
19330922      0.023370       .               .  
19330923      0.015033       .               .  
19330925     -0.024409       .               .  
19330926     -0.007848       .               .  
19330927     -0.042928       .               .  
19330928      0.015368       .               .  
19330929     -0.007273       .               .  
19330930      0.011331       .               .  
19331002     -0.022655       .               .  
19331003      0.005103       .               .  
19331004      0.064338       .               .  
19331005     -0.013361       .               .  
19331006     -0.010450       .               .  
19331007      0.007994       .               .  
19331009      0.019442       .               .  
19331010     -0.008940       .               .  
19331011      0.000613       .               .  
19331013     -0.038972       .               .  
19331014      0.002620       .               .  
19331016     -0.069258       .               .  
19331017      0.033423       .               .  
19331018     -0.047235       .               .  
19331019     -0.051709       .               .  
19331020      0.030100       .               .  
19331021     -0.032932       .               .  
19331023      0.053116       .               .  
19331024      0.043107       .               .  
19331025      0.026399       .               .  
19331026     -0.022493       .               .  
19331027      0.013287       .               .  
19331028     -0.014543       .               .  
19331030     -0.038872       .               .  
19331031     -0.009240       .               .  
19331101      0.018036       .               .  
19331102      0.012427       .               .  
19331103      0.035028       .               .  
19331104     -0.002279       .               .  
19331106     -0.007144       .               .  
19331108      0.036869       .               .  
19331109      0.008656       .               .  
19331110     -0.015629       .               .  
19331111      0.012027       .               .  
19331113     -0.003471       .               .  
19331114     -0.012002       .               .  
19331115     -0.010510       .               .  
19331116      0.047511       .               .  
19331117     -0.011309       .               .  
19331118      0.001795       .               .  
19331120      0.029632       .               .  
19331121     -0.010884       .               .  
19331122     -0.005512       .               .  
19331123     -0.019027       .               .  
19331124      0.015019       .               .  
19331125      0.003035       .               .  
19331127     -0.035878       .               .  
19331128      0.001417       .               .  
19331129      0.020884       .               .  
19331201      0.002242       .               .  
19331202      0.001228       .               .  
19331204     -0.001630       .               .  
19331205      0.030909       .               .  
19331206     -0.005022       .               .  
19331207      0.008134       .               .  
19331208     -0.009882       .               .  
19331209      0.018623       .               .  
19331211      0.004059       .               .  
19331212     -0.002585       .               .  
19331213     -0.010898       .               .  
19331214      0.005440       .               .  
19331215     -0.016048       .               .  
19331216     -0.018674       .               .  
19331218     -0.011225       .               .  
19331219     -0.001333       .               .  
19331220     -0.018276       .               .  
19331221     -0.002378       .               .  
19331222      0.032838       .               .  
19331223     -0.007688       .               .  
19331226     -0.020961       .               .  
19331227      0.012825       .               .  
19331228      0.030760       .               .  
19331229     -0.003684       .               .  
19331230      0.012406       .               .  
19340102      0.001743       .               .  
19340103     -0.013540       .               .  
19340104     -0.003356       .               .  
19340105     -0.012756       .               .  
19340106     -0.002718       .               .  
19340108     -0.001155       .               .  
19340109      0.012297       .               .  
19340110      0.027240       .               .  
19340111      0.005152       .               .  
19340112     -0.010883       .               .  
19340113     -0.001345       .               .  
19340115      0.058617       .               .  
19340116      0.006434       .               .  
19340117     -0.001963       .               .  
19340118     -0.002228       .               .  
19340119      0.028497       .               .  
19340120      0.001694       .               .  
19340122     -0.004336       .               .  
19340123      0.012956       .               .  
19340124      0.007113       .               .  
19340125     -0.001223       .               .  
19340126     -0.008045       .               .  
19340127     -0.001882       .               .  
19340129      0.016202       .               .  
19340130      0.013910       .               .  
19340131     -0.013669       .               .  
19340201      0.026370       .               .  
19340202     -0.000854       .               .  
19340203      0.012150       .               .  
19340205      0.019318       .               .  
19340206      0.000315       .               .  
19340207     -0.031437       .               .  
19340208      0.005883       .               .  
19340209     -0.027686       .               .  
19340210     -0.003205       .               .  
19340213      0.007146       .               .  
19340214      0.007603       .               .  
19340215      0.020365       .               .  
19340216      0.002039       .               .  
19340217      0.004152       .               .  
19340219     -0.019330       .               .  
19340220      0.003378       .               .  
19340221      0.002971       .               .  
19340223     -0.026953       .               .  
19340224     -0.018146       .               .  
19340226     -0.022143       .               .  
19340227      0.011510       .               .  
19340228     -0.004143       .               .  
19340301     -0.002842       .               .  
19340302      0.033343       .               .  
19340303     -0.000542       .               .  
19340305     -0.004452       .               .  
19340306     -0.011450       .               .  
19340307     -0.025759       .               .  
19340308      0.019471       .               .  
19340309     -0.005761       .               .  
19340310      0.002431       .               .  
19340312      0.018533       .               .  
19340313      0.000987       .               .  
19340314      0.001382       .               .  
19340315     -0.015964       .               .  
19340316      0.002637       .               .  
19340317     -0.011656       .               .  
19340319     -0.023401       .               .  
19340320      0.020221       .               .  
19340321     -0.019129       .               .  
19340322      0.018895       .               .  
19340323     -0.009890       .               .  
19340324      0.016903       .               .  
19340326     -0.000373       .               .  
19340327     -0.026823       .               .  
19340328      0.002510       .               .  
19340329      0.016857       .               .  
19340331      0.012393       .               .  
19340402      0.000354       .               .  
19340403      0.008399       .               .  
19340404      0.001876       .               .  
19340405      0.002942       .               .  
19340406      0.004900       .               .  
19340407     -0.002246       .               .  
19340409     -0.004587       .               .  
19340410      0.014862       .               .  
19340411     -0.000368       .               .  
19340412     -0.002958       .               .  
19340413     -0.004066       .               .  
19340414     -0.000174       .               .  
19340416     -0.014956       .               .  
19340417      0.010199       .               .  
19340418      0.012233       .               .  
19340419      0.002182       .               .  
19340420      0.010983       .               .  
19340421     -0.002748       .               .  
19340423     -0.004888       .               .  
19340424     -0.007465       .               .  
19340425     -0.004781       .               .  
19340426     -0.013781       .               .  
19340427      0.001188       .               .  
19340428     -0.008595       .               .  
19340430     -0.023382       .               .  
19340501     -0.000108       .               .  
19340502     -0.020105       .               .  
19340503      0.003693       .               .  
19340504      0.002646       .               .  
19340505     -0.015890       .               .  
19340507     -0.034848       .               .  
19340508      0.024412       .               .  
19340509     -0.016444       .               .  
19340510     -0.023909       .               .  
19340511     -0.010190       .               .  
19340512     -0.014003       .               .  
19340514      0.003136       .               .  
19340515      0.021233       .               .  
19340516     -0.006842       .               .  
19340517      0.042849       .               .  
19340518     -0.012170       .               .  
19340519     -0.001302       .               .  
19340521      0.004734       .               .  
19340522     -0.022863       .               .  
19340523     -0.009167       .               .  
19340524      0.003350       .               .  
19340525      0.010459       .               .  
19340526      0.006643       .               .  
19340528      0.007707       .               .  
19340529     -0.003449       .               .  
19340531     -0.017749       .               .  
19340601     -0.024086       .               .  
19340602     -0.002798       .               .  
19340604      0.016153       .               .  
19340605      0.023169       .               .  
19340606      0.002877       .               .  
19340607     -0.003643       .               .  
19340608      0.047194       .               .  
19340609      0.005365       .               .  
19340611     -0.013662       .               .  
19340612      0.011699       .               .  
19340613     -0.000080       .               .  
19340614     -0.015514       .               .  
19340615      0.019685       .               .  
19340616      0.014428       .               .  
19340618     -0.000429       .               .  
19340619     -0.017140       .               .  
19340620     -0.010421       .               .  
19340621     -0.009551       .               .  
19340622     -0.022636       .               .  
19340623      0.007480       .               .  
19340625     -0.010198       .               .  
19340626      0.023525       .               .  
19340627     -0.003259       .               .  
19340628      0.006188       .               .  
19340629     -0.017602       .               .  
19340630      0.000252       .               .  
19340702     -0.014168       .               .  
19340703     -0.002746       .               .  
19340705      0.016914       .               .  
19340706      0.009084       .               .  
19340707     -0.002581       .               .  
19340709     -0.000506       .               .  
19340710      0.007351       .               .  
19340711      0.004756       .               .  
19340712     -0.008785       .               .  
19340713      0.001309       .               .  
19340714     -0.000513       .               .  
19340716     -0.022469       .               .  
19340717     -0.003818       .               .  
19340718      0.017493       .               .  
19340719     -0.010819       .               .  
19340720     -0.028139       .               .  
19340721     -0.003606       .               .  
19340723     -0.037278       .               .  
19340724     -0.011223       .               .  
19340725      0.009043       .               .  
19340726     -0.079711       .               .  
19340727      0.028438       .               .  
19340728      0.015118       .               .  
19340730     -0.005855       .               .  
19340731      0.000931       .               .  
19340801      0.030239       .               .  
19340802      0.005385       .               .  
19340803     -0.011486       .               .  
19340804     -0.021389       .               .  
19340806     -0.001127       .               .  
19340807     -0.002855       .               .  
19340808      0.017150       .               .  
19340809      0.034595       .               .  
19340810     -0.022533       .               .  
19340811      0.001284       .               .  
19340813      0.026145       .               .  
19340814     -0.008756       .               .  
19340815     -0.002257       .               .  
19340816      0.007971       .               .  
19340817     -0.006467       .               .  
19340818     -0.004382       .               .  
19340820     -0.004340       .               .  
19340821      0.025281       .               .  
19340822      0.023525       .               .  
19340823     -0.005146       .               .  
19340824      0.018914       .               .  
19340825      0.002184       .               .  
19340827     -0.016687       .               .  
19340828     -0.005453       .               .  
19340829     -0.007857       .               .  
19340830     -0.010886       .               .  
19340831     -0.000772       .               .  
19340901     -0.002342       .               .  
19340904     -0.007202       .               .  
19340905      0.017393       .               .  
19340906     -0.019959       .               .  
19340907     -0.011188       .               .  
19340908     -0.003421       .               .  
19340910     -0.022632       .               .  
19340911      0.003067       .               .  
19340912      0.003855       .               .  
19340913     -0.002694       .               .  
19340914     -0.029894       .               .  
19340915      0.006021       .               .  
19340917     -0.007871       .               .  
19340918      0.009454       .               .  
19340919      0.027580       .               .  
19340920      0.004448       .               .  
19340921      0.019096       .               .  
19340922      0.002336       .               .  
19340924     -0.007032       .               .  
19340925      0.028227       .               .  
19340926     -0.006705       .               .  
19340927      0.011100       .               .  
19340928     -0.011215       .               .  
19340929      0.002140       .               .  
19341001     -0.032153       .               .  
19341002      0.004781       .               .  
19341003     -0.002826       .               .  
19341004     -0.000980       .               .  
19341005      0.021250       .               .  
19341006     -0.002305       .               .  
19341008     -0.007547       .               .  
19341009     -0.010961       .               .  
19341010      0.028253       .               .  
19341011      0.013966       .               .  
19341013     -0.011422       .               .  
19341015     -0.009985       .               .  
19341016      0.010014       .               .  
19341017      0.001846       .               .  
19341018     -0.003853       .               .  
19341019     -0.004811       .               .  
19341020      0.001164       .               .  
19341022     -0.002451       .               .  
19341023     -0.004358       .               .  
19341024      0.020369       .               .  
19341025     -0.024086       .               .  
19341026     -0.015349       .               .  
19341027      0.000563       .               .  
19341029     -0.006298       .               .  
19341030      0.003356       .               .  
19341031      0.002816       .               .  
19341101     -0.004963       .               .  
19341102      0.011528       .               .  
19341103      0.008469       .               .  
19341105      0.007909       .               .  
19341107      0.018534       .               .  
19341108     -0.006331       .               .  
19341109      0.020394       .               .  
19341110      0.001434       .               .  
19341113     -0.008881       .               .  
19341114     -0.002000       .               .  
19341115      0.004532       .               .  
19341116     -0.007725       .               .  
19341117     -0.003477       .               .  
19341119     -0.002629       .               .  
19341120      0.001603       .               .  
19341121     -0.004456       .               .  
19341122      0.005100       .               .  
19341123      0.014151       .               .  
19341124      0.012677       .               .  
19341126      0.013157       .               .  
19341127     -0.006729       .               .  
19341128      0.011144       .               .  
19341130      0.000287       .               .  
19341201      0.000172       .               .  
19341203     -0.011810       .               .  
19341204      0.009917       .               .  
19341205      0.007871       .               .  
19341206     -0.001244       .               .  
19341207     -0.009292       .               .  
19341208     -0.005883       .               .  
19341210     -0.004090       .               .  
19341211     -0.020609       .               .  
19341212      0.001845       .               .  
19341213     -0.005395       .               .  
19341214     -0.001089       .               .  
19341215      0.002842       .               .  
19341217      0.003758       .               .  
19341218     -0.001674       .               .  
19341219     -0.014012       .               .  
19341220     -0.000610       .               .  
19341221      0.002629       .               .  
19341222     -0.001327       .               .  
19341224      0.008695       .               .  
19341226     -0.005974       .               .  
19341227      0.001965       .               .  
19341228      0.036714       .               .  
19341229      0.003138       .               .  
19341231      0.005304       .               .  
19350102      0.000798       .               .  
19350103      0.002617       .               .  
19350104     -0.001754       .               .  
19350105      0.006814       .               .  
19350107      0.001463       .               .  
19350108     -0.011221       .               .  
19350109     -0.000944       .               .  
19350110     -0.001903       .               .  
19350111     -0.021914       .               .  
19350112     -0.011184       .               .  
19350114      0.002582       .               .  
19350115     -0.023221       .               .  
19350116      0.015133       .               .  
19350117      0.004083       .               .  
19350118      0.004480       .               .  
19350119      0.007405       .               .  
19350121      0.003294       .               .  
19350122     -0.008173       .               .  
19350123      0.000448       .               .  
19350124     -0.002438       .               .  
19350125      0.005769       .               .  
19350126     -0.004130       .               .  
19350128     -0.014348       .               .  
19350129     -0.010378       .               .  
19350130      0.005452       .               .  
19350131      0.009059       .               .  
19350201     -0.005586       .               .  
19350202      0.003418       .               .  
19350204     -0.010769       .               .  
19350205     -0.011998       .               .  
19350206     -0.010196       .               .  
19350207      0.010218       .               .  
19350208      0.018435       .               .  
19350209      0.002895       .               .  
19350211     -0.005812       .               .  
19350213      0.000310       .               .  
19350214      0.000167       .               .  
19350215      0.006229       .               .  
19350216     -0.001481       .               .  
19350218      0.035048       .               .  
19350219     -0.017682       .               .  
19350220     -0.017272       .               .  
19350221     -0.000670       .               .  
19350223     -0.019152       .               .  
19350225     -0.001557       .               .  
19350226     -0.011160       .               .  
19350227      0.005402       .               .  
19350228     -0.005094       .               .  
19350301      0.006679       .               .  
19350302     -0.000595       .               .  
19350304     -0.007031       .               .  
19350305     -0.030687       .               .  
19350306     -0.002365       .               .  
19350307      0.012715       .               .  
19350308     -0.003047       .               .  
19350309     -0.007522       .               .  
19350311     -0.018905       .               .  
19350312     -0.019195       .               .  
19350313      0.004430       .               .  
19350314     -0.014096       .               .  
19350315      0.021000       .               .  
19350316     -0.001203       .               .  
19350318     -0.009039       .               .  
19350319      0.015038       .               .  
19350320     -0.001298       .               .  
19350321      0.020782       .               .  
19350322      0.015418       .               .  
19350323     -0.011343       .               .  
19350325     -0.004879       .               .  
19350326     -0.009447       .               .  
19350327      0.010725       .               .  
19350328      0.000500       .               .  
19350329      0.000715       .               .  
19350330      0.002468       .               .  
19350401      0.009431       .               .  
19350402     -0.005086       .               .  
19350403     -0.003365       .               .  
19350404      0.012216       .               .  
19350405      0.024220       .               .  
19350406      0.005597       .               .  
19350408     -0.005107       .               .  
19350409      0.018941       .               .  
19350410     -0.004590       .               .  
19350411     -0.005456       .               .  
19350412      0.011600       .               .  
19350413      0.013558       .               .  
19350415      0.004670       .               .  
19350416      0.002654       .               .  
19350417     -0.014867       .               .  
19350418      0.013394       .               .  
19350420      0.022047       .               .  
19350422      0.007565       .               .  
19350423      0.004147       .               .  
19350424     -0.011536       .               .  
19350425      0.012276       .               .  
19350426     -0.003419       .               .  
19350427     -0.006619       .               .  
19350429      0.004127       .               .  
19350430     -0.012819       .               .  
19350501     -0.004503       .               .  
19350502      0.004801       .               .  
19350503      0.015308       .               .  
19350504      0.008288       .               .  
19350506     -0.008435       .               .  
19350507     -0.005279       .               .  
19350508      0.027742       .               .  
19350509      0.005953       .               .  
19350510      0.006403       .               .  
19350511      0.004784       .               .  
19350513      0.000824       .               .  
19350514      0.002057       .               .  
19350515      0.002946       .               .  
19350516      0.021751       .               .  
19350517     -0.004809       .               .  
19350518     -0.012848       .               .  
19350520      0.001039       .               .  
19350521      0.008528       .               .  
19350522      0.007670       .               .  
19350523      0.000969       .               .  
19350524     -0.004118       .               .  
19350525     -0.004477       .               .  
19350527      0.006577       .               .  
19350528     -0.018068       .               .  
19350529     -0.014856       .               .  
19350531     -0.010371       .               .  
19350601     -0.007190       .               .  
19350603      0.015818       .               .  
19350604      0.026209       .               .  
19350605     -0.000509       .               .  
19350606     -0.007169       .               .  
19350607      0.006376       .               .  
19350608      0.007976       .               .  
19350610      0.005015       .               .  
19350611      0.011153       .               .  
19350612     -0.006334       .               .  
19350613      0.004461       .               .  
19350614      0.011677       .               .  
19350615      0.004815       .               .  
19350617     -0.003537       .               .  
19350618      0.006239       .               .  
19350619     -0.005590       .               .  
19350620     -0.007881       .               .  
19350621      0.022758       .               .  
19350622      0.012569       .               .  
19350624     -0.004693       .               .  
19350625     -0.014109       .               .  
19350626     -0.012408       .               .  
19350627     -0.003746       .               .  
19350628      0.009093       .               .  
19350629     -0.001447       .               .  
19350701      0.005738       .               .  
19350702     -0.000747       .               .  
19350703      0.005952       .               .  
19350705      0.011046       .               .  
19350706      0.000407       .               .  
19350708      0.011540       .               .  
19350709     -0.004367       .               .  
19350710      0.008863       .               .  
19350711     -0.010532       .               .  
19350712      0.008877       .               .  
19350713     -0.001243       .               .  
19350715      0.000509       .               .  
19350716      0.001427       .               .  
19350717      0.005276       .               .  
19350718     -0.001231       .               .  
19350719     -0.008032       .               .  
19350720      0.002437       .               .  
19350722      0.016069       .               .  
19350723     -0.000223       .               .  
19350724      0.006581       .               .  
19350725     -0.010367       .               .  
19350726      0.006015       .               .  
19350727      0.011698       .               .  
19350729      0.011772       .               .  
19350730     -0.008750       .               .  
19350731      0.012822       .               .  
19350801     -0.003569       .               .  
19350802     -0.007493       .               .  
19350803      0.015462       .               .  
19350805      0.005796       .               .  
19350806     -0.001773       .               .  
19350807     -0.001269       .               .  
19350808      0.004739       .               .  
19350809      0.024287       .               .  
19350810      0.009313       .               .  
19350812      0.001342       .               .  
19350813      0.006462       .               .  
19350814      0.002540       .               .  
19350815     -0.011643       .               .  
19350816      0.009882       .               .  
19350817      0.004990       .               .  
19350819     -0.025667       .               .  
19350820      0.002902       .               .  
19350821      0.008718       .               .  
19350822      0.003284       .               .  
19350823     -0.002193       .               .  
19350824     -0.021685       .               .  
19350826      0.012502       .               .  
19350827     -0.029880       .               .  
19350828     -0.001615       .               .  
19350829      0.007606       .               .  
19350830      0.006596       .               .  
19350831      0.007845       .               .  
19350903     -0.009606       .               .  
19350904      0.014277       .               .  
19350905      0.010786       .               .  
19350906      0.015438       .               .  
19350907      0.006430       .               .  
19350909      0.003735       .               .  
19350910      0.008477       .               .  
19350911      0.004085       .               .  
19350912     -0.010994       .               .  
19350913      0.001051       .               .  
19350914     -0.002342       .               .  
19350916     -0.005032       .               .  
19350917      0.001167       .               .  
19350918      0.009138       .               .  
19350919     -0.019948       .               .  
19350920     -0.027915       .               .  
19350921      0.004728       .               .  
19350923      0.007846       .               .  
19350924      0.011366       .               .  
19350925      0.003921       .               .  
19350926     -0.000109       .               .  
19350927     -0.002288       .               .  
19350928      0.000925       .               .  
19350930      0.001116       .               .  
19351001     -0.010844       .               .  
19351002     -0.033710       .               .  
19351003      0.013579       .               .  
19351004      0.008491       .               .  
19351005      0.007706       .               .  
19351007      0.008315       .               .  
19351008     -0.006993       .               .  
19351009      0.004969       .               .  
19351010      0.019465       .               .  
19351011     -0.000503       .               .  
19351014      0.011099       .               .  
19351015      0.008546       .               .  
19351016     -0.004177       .               .  
19351017     -0.005167       .               .  
19351018     -0.003923       .               .  
19351019      0.016848       .               .  
19351021      0.015234       .               .  
19351022      0.004587       .               .  
19351023      0.006958       .               .  
19351024     -0.001240       .               .  
19351025      0.009841       .               .  
19351026      0.008924       .               .  
19351028     -0.006483       .               .  
19351029     -0.001187       .               .  
19351030     -0.007257       .               .  
19351031      0.007954       .               .  
19351101      0.011249       .               .  
19351102     -0.002004       .               .  
19351104      0.003598       .               .  
19351106      0.019670       .               .  
19351107     -0.004068       .               .  
19351108      0.008273       .               .  
19351109      0.002411       .               .  
19351112     -0.010200       .               .  
19351113      0.015572       .               .  
19351114      0.020361       .               .  
19351115      0.004184       .               .  
19351116      0.006658       .               .  
19351118     -0.004272       .               .  
19351119      0.013306       .               .  
19351120     -0.012815       .               .  
19351121      0.010964       .               .  
19351122     -0.020639       .               .  
19351123      0.017442       .               .  
19351125     -0.012692       .               .  
19351126     -0.014606       .               .  
19351127      0.009881       .               .  
19351129     -0.011656       .               .  
19351130      0.001388       .               .  
19351202     -0.014721       .               .  
19351203      0.028289       .               .  
19351204      0.009525       .               .  
19351205     -0.000268       .               .  
19351206     -0.004374       .               .  
19351207      0.011914       .               .  
19351209      0.001420       .               .  
19351210     -0.017250       .               .  
19351211      0.003048       .               .  
19351212     -0.013053       .               .  
19351213     -0.009446       .               .  
19351214      0.001806       .               .  
19351216     -0.010898       .               .  
19351217      0.013326       .               .  
19351218     -0.002290       .               .  
19351219     -0.005211       .               .  
19351220      0.006926       .               .  
19351221      0.004170       .               .  
19351223      0.001303       .               .  
19351224      0.008999       .               .  
19351226      0.002994       .               .  
19351227     -0.001288       .               .  
19351228     -0.005731       .               .  
19351230      0.021197       .               .  
19351231      0.010252       .               .  
19360102     -0.001809       .               .  
19360103      0.011566       .               .  
19360104     -0.004207       .               .  
19360106     -0.005517       .               .  
19360107      0.016176       .               .  
19360108      0.005856       .               .  
19360109     -0.001778       .               .  
19360110      0.007979       .               .  
19360111     -0.004535       .               .  
19360113      0.000985       .               .  
19360114      0.005681       .               .  
19360115     -0.006127       .               .  
19360116      0.003944       .               .  
19360117     -0.001293       .               .  
19360118     -0.008678       .               .  
19360120     -0.007990       .               .  
19360121     -0.003417       .               .  
19360122      0.022212       .               .  
19360123      0.010276       .               .  
19360124     -0.002743       .               .  
19360125      0.005915       .               .  
19360127      0.003808       .               .  
19360128      0.002340       .               .  
19360129      0.009955       .               .  
19360130     -0.004812       .               .  
19360131      0.016578       .               .  
