 
                                                                                                                                                                                                                                                                
 
   caldt        vwretd        sprtrn      spindx
19610804      0.006214       .               .  
19610807      0.000853       .               .  
19610808      0.002321       .               .  
19610809     -0.000205       .               .  
19610810      0.003451       .               .  
19610811      0.001766       .               .  
19610814     -0.005546       .               .  
19610815     -0.002359       .               .  
19610816      0.003207       .               .  
19610817      0.005304       .               .  
19610818      0.002733       .               .  
19610821      0.001992       .               .  
19610822      0.000307       .               .  
19610823     -0.006278       .               .  
19610824     -0.005486       .               .  
19610825      0.001072       .               .  
19610828      0.000420       .               .  
19610829     -0.001219       .               .  
19610830      0.004072       .               .  
19610831      0.003840       .               .  
19610901      0.001963       .               .  
19610905     -0.003227       .               .  
19610906      0.007518       .               .  
19610907     -0.001671       .               .  
19610908     -0.006723       .               .  
19610911     -0.008568       .               .  
19610912      0.010355       .               .  
19610913      0.000687       .               .  
19610914     -0.007555       .               .  
19610915      0.001174       .               .  
19610918     -0.006176       .               .  
19610919     -0.007639       .               .  
19610920      0.005144       .               .  
19610921      0.000204       .               .  
19610922     -0.004137       .               .  
19610925     -0.014070       .               .  
19610926     -0.000013       .               .  
19610927      0.010789       .               .  
19610928      0.001490       .               .  
19610929      0.002166       .               .  
19611002      0.000415       .               .  
19611003     -0.000489       .               .  
19611004      0.007073       .               .  
19611005      0.008703       .               .  
19611006      0.002901       .               .  
19611009     -0.000157       .               .  
19611010      0.002585       .               .  
19611011     -0.000193       .               .  
19611012     -0.000340       .               .  
19611013     -0.001507       .               .  
19611016     -0.002631       .               .  
19611017      0.000856       .               .  
19611018      0.004664       .               .  
19611019      0.003220       .               .  
19611020      0.000561       .               .  
19611023     -0.006216       .               .  
19611024     -0.001071       .               .  
19611025      0.005242       .               .  
19611026      0.001977       .               .  
19611027     -0.001704       .               .  
19611030      0.001296       .               .  
19611031      0.003116       .               .  
19611101      0.002253       .               .  
19611102      0.005269       .               .  
19611103      0.005322       .               .  
19611106      0.008365       .               .  
19611108      0.012536       .               .  
19611109     -0.000255       .               .  
19611110      0.004334       .               .  
19611113      0.002988       .               .  
19611114      0.005786       .               .  
19611115     -0.000002       .               .  
19611116     -0.000525       .               .  
19611117      0.000037       .               .  
19611120      0.001790       .               .  
19611121      0.000952       .               .  
19611122     -0.000788       .               .  
19611124      0.001659       .               .  
19611127     -0.000078       .               .  
19611128      0.000119       .               .  
19611129     -0.000452       .               .  
19611130     -0.005226       .               .  
19611201      0.006200       .               .  
19611204      0.002903       .               .  
19611205     -0.000659       .               .  
19611206      0.001035       .               .  
19611207     -0.003912       .               .  
19611208      0.005091       .               .  
19611211      0.004577       .               .  
19611212      0.003719       .               .  
19611213     -0.001361       .               .  
19611214     -0.007196       .               .  
19611215      0.000303       .               .  
19611218     -0.003654       .               .  
19611219     -0.006522       .               .  
19611220     -0.002271       .               .  
19611221     -0.003219       .               .  
19611222      0.001033       .               .  
19611226      0.001115       .               .  
19611227      0.008948       .               .  
19611228      0.000836       .               .  
19611229     -0.001875       .               .  
19620102     -0.008923       .               .  
19620103      0.002765       .               .  
19620104     -0.007321       .               .  
19620105     -0.013427       .               .  
19620108     -0.007466       .               .  
19620109      0.000015       .               .  
19620110     -0.002541       .               .  
19620111      0.006046       .               .  
19620112      0.003271       .               .  
19620115     -0.002335       .               .  
19620116     -0.005621       .               .  
19620117     -0.010799       .               .  
19620118      0.000887       .               .  
19620119      0.005678       .               .  
19620122      0.000195       .               .  
19620123     -0.007218       .               .  
19620124      0.002350       .               .  
19620125     -0.001305       .               .  
19620126     -0.003297       .               .  
19620129     -0.002907       .               .  
19620130      0.003983       .               .  
19620131      0.010198       .               .  
19620201      0.006259       .               .  
19620202      0.007751       .               .  
19620205      0.001271       .               .  
19620206      0.001876       .               .  
19620207      0.007493       .               .  
19620208      0.001981       .               .  
19620209     -0.001180       .               .  
19620212     -0.000275       .               .  
19620213      0.000170       .               .  
19620214     -0.000400       .               .  
19620215      0.004527       .               .  
19620216     -0.002106       .               .  
19620219     -0.002074       .               .  
19620220      0.003957       .               .  
19620221     -0.004681       .               .  
19620223     -0.002095       .               .  
19620226     -0.005138       .               .  
19620227      0.001955       .               .  
19620228      0.001296       .               .  
19620301      0.003534       .               .  
19620302     -0.000602       .               .  
19620305     -0.002055       .               .  
19620306     -0.002981       .               .  
19620307     -0.000884       .               .  
19620308      0.007287       .               .  
19620309      0.003121       .               .  
19620312      0.000073       .               .  
19620313      0.003146       .               .  
19620314      0.004360       .               .  
19620315      0.001784       .               .  
19620316     -0.001010       .               .  
19620319     -0.001596       .               .  
19620320     -0.002631       .               .  
19620321     -0.002114       .               .  
19620322     -0.001598       .               .  
19620323      0.000969       .               .  
19620326     -0.007958       .               .  
19620327     -0.002584       .               .  
19620328      0.005059       .               .  
19620329     -0.000443       .               .  
19620330     -0.006516       .               .  
19620402     -0.002685       .               .  
19620403     -0.008013       .               .  
19620404     -0.005005       .               .  
19620405      0.006332       .               .  
19620406     -0.001156       .               .  
19620409     -0.007682       .               .  
19620410      0.003690       .               .  
19620411     -0.002332       .               .  
19620412     -0.010107       .               .  
19620413      0.002103       .               .  
19620416     -0.003937       .               .  
19620417      0.005283       .               .  
19620418      0.005325       .               .  
19620419      0.004529       .               .  
19620423     -0.000766       .               .  
19620424     -0.001109       .               .  
19620425     -0.011371       .               .  
19620426     -0.009104       .               .  
19620427     -0.011275       .               .  
19620430     -0.016112       .               .  
19620501      0.008282       .               .  
19620502      0.004474       .               .  
19620503      0.008608       .               .  
19620504     -0.004461       .               .  
19620507     -0.002924       .               .  
19620508     -0.012327       .               .  
19620509     -0.013139       .               .  
19620510     -0.010438       .               .  
19620511     -0.014187       .               .  
19620514      0.007820       .               .  
19620515      0.017899       .               .  
19620516      0.000167       .               .  
19620517     -0.005959       .               .  
19620518     -0.000976       .               .  
19620521     -0.003762       .               .  
19620522     -0.019641       .               .  
19620523     -0.019369       .               .  
19620524     -0.008502       .               .  
19620525     -0.017822       .               .  
19620528     -0.069700       .               .  
19620529      0.053345       .               .  
19620531      0.024277       .               .  
19620601     -0.003699       .               .  
19620604     -0.035726       .               .  
19620605      0.006194       .               .  
19620606      0.013899       .               .  
19620607      0.000193       .               .  
19620608      0.000612       .               .  
19620611     -0.010836       .               .  
19620612     -0.025634       .               .  
19620613     -0.014977       .               .  
19620614     -0.020467       .               .  
19620615      0.030419       .               .  
19620618     -0.004851       .               .  
19620619     -0.002703       .               .  
19620620     -0.014106       .               .  
19620621     -0.021831       .               .  
19620622     -0.016833       .               .  
19620625     -0.002599       .               .  
19620626     -0.004079       .               .  
19620627      0.005975       .               .  
19620628      0.034640       .               .  
19620629      0.005306       .               .  
19620702      0.020984       .             55.86
19620703      0.011155      0.011278       56.49
19620705      0.005484      0.005665       56.81
19620706     -0.011316     -0.011266       56.17
19620709      0.007058      0.006765       56.55
19620710      0.011170      0.011494       57.20
19620711      0.009958      0.009266       57.73
19620712      0.004283      0.005197       58.03
19620713     -0.003042     -0.003446       57.83
19620716      0.000118      0.000000       57.83
19620717     -0.018076     -0.018157       56.78
19620718     -0.009971     -0.010215       56.20
19620719      0.003456      0.003915       56.42
19620720      0.007524      0.006912       56.81
19620723     -0.000660     -0.000176       56.80
19620724     -0.008027     -0.007746       56.36
19620725      0.002754      0.001774       56.46
19620726      0.005097      0.005491       56.77
19620727      0.007958      0.007574       57.20
19620730      0.011118      0.011014       57.83
19620731      0.007114      0.006917       58.23
19620801     -0.007964     -0.008243       57.75
19620802      0.003976      0.003983       57.98
19620803      0.002416      0.002415       58.12
19620806     -0.006425     -0.006366       57.75
19620807     -0.006014     -0.006753       57.36
19620808      0.003606      0.002615       57.51
19620809     -0.001037     -0.000696       57.47
19620810      0.001933      0.001392       57.55
19620813      0.002001      0.001390       57.63
19620814      0.011018      0.010758       58.25
19620815      0.006993      0.007039       58.66
19620816     -0.000170     -0.000341       58.64
19620817      0.006801      0.006310       59.01
19620820      0.006051      0.006101       59.37
19620821     -0.003888     -0.004211       59.12
19620822      0.011802      0.011164       59.78
19620823     -0.001417     -0.001338       59.70
19620824     -0.002137     -0.002010       59.58
19620827     -0.000562     -0.000504       59.55
19620828     -0.011312     -0.012762       58.79
19620829     -0.001889     -0.002211       58.66
19620830      0.000039      0.000341       58.68
19620831      0.008127      0.007498       59.12
19620904     -0.009827     -0.009472       58.56
19620905     -0.006761     -0.007514       58.12
19620906      0.004063      0.004129       58.36
19620907      0.000230      0.000343       58.38
19620910      0.001392      0.001199       58.45
19620911      0.002595      0.002395       58.59
19620912      0.004301      0.004267       58.84
19620913     -0.002587     -0.002379       58.70
19620914      0.003420      0.003237       58.89
19620917      0.002859      0.003226       59.08
19620918     -0.000599     -0.000846       59.03
19620919     -0.001295     -0.001355       58.95
19620920     -0.006953     -0.006955       58.54
19620921     -0.014338     -0.014520       57.69
19620924     -0.018502     -0.018374       56.63
19620925      0.005795      0.005827       56.96
19620926     -0.014475     -0.014221       56.15
19620927     -0.006449     -0.006768       55.77
19620928      0.007558      0.008965       56.27
19621001     -0.012439     -0.013862       55.49
19621002      0.011401      0.010993       56.10
19621003      0.001416      0.001070       56.16
19621004      0.009017      0.009615       56.70
19621005      0.006453      0.006526       57.07
19621008     -0.000616      0.000000       57.07
19621009      0.003268      0.002278       57.20
19621010      0.000175      0.000699       57.24
19621011     -0.002810     -0.003319       57.05
19621012     -0.001704     -0.001753       56.95
19621015      0.005818      0.005619       57.27
19621016     -0.002738     -0.003318       57.08
19621017     -0.003606     -0.003329       56.89
19621018     -0.009556     -0.009668       56.34
19621019     -0.013468     -0.013312       55.59
19621022     -0.011155     -0.011333       54.96
19621023     -0.026639     -0.026747       53.49
19621024      0.032535      0.032156       55.21
19621025     -0.009546     -0.009419       54.69
19621026     -0.002408     -0.002743       54.54
19621029      0.021604      0.021636       55.72
19621030      0.014955      0.014716       56.54
19621031      0.000121     -0.000354       56.52
19621101      0.010687      0.010616       57.12
19621102      0.011176      0.011029       57.75
19621105      0.010602      0.010390       58.35
19621107      0.007477      0.006170       58.71
19621108     -0.006682     -0.006643       58.32
19621109      0.009952      0.007888       58.78
19621112      0.013619      0.013780       59.59
19621113     -0.002152     -0.002182       59.46
19621114      0.011667      0.011773       60.16
19621115     -0.002695     -0.003158       59.97
19621116      0.003351      0.003168       60.16
19621119     -0.005482     -0.005652       59.82
19621120      0.010378      0.010532       60.45
19621121      0.006707      0.005955       60.81
19621123      0.011860      0.012005       61.54
19621126     -0.002891     -0.002925       61.36
19621127      0.007209      0.006030       61.73
19621128      0.007081      0.006318       62.12
19621129      0.004338      0.004668       62.41
19621130     -0.002423     -0.002403       62.26
19621203     -0.004045     -0.005140       61.94
19621204      0.011009      0.011301       62.64
19621205      0.004237      0.003991       62.89
19621206      0.000662      0.000636       62.93
19621207      0.002404      0.002066       63.06
19621210     -0.012390     -0.012528       62.27
19621211      0.000770      0.000803       62.32
19621212      0.005143      0.004974       62.63
19621213     -0.003608     -0.003353       62.42
19621214      0.002485      0.002403       62.57
19621217     -0.003242     -0.003196       62.37
19621218     -0.004493     -0.004810       62.07
19621219      0.008613      0.008217       62.58
19621220      0.003312      0.003835       62.82
19621221     -0.002217     -0.002865       62.64
19621224     -0.000351     -0.000160       62.63
19621226      0.006151      0.006227       63.02
19621227     -0.001696     -0.001428       62.93
19621228      0.000752      0.000477       62.96
19621231      0.002153      0.002224       63.10
19630102     -0.006574     -0.006498       62.69
19630103      0.016624      0.016430       63.72
19630104      0.006071      0.006434       64.13
19630107      0.000230     -0.000156       64.12
19630108      0.009474      0.009669       64.74
19630109     -0.002093     -0.002317       64.59
19630110      0.001918      0.001858       64.71
19630111      0.002187      0.002163       64.85
19630114      0.005506      0.005397       65.20
19630115     -0.000788     -0.001380       65.11
19630116     -0.007057     -0.006758       64.67
19630117      0.007165      0.007113       65.13
19630118      0.000540      0.000768       65.18
19630121      0.001636      0.001534       65.28
19630122      0.002339      0.002451       65.44
19630123      0.002662      0.002751       65.62
19630124      0.002005      0.001981       65.75
19630125      0.002556      0.002586       65.92
19630128      0.005108      0.004854       66.24
19630129      0.000295     -0.000151       66.23
19630130     -0.005668     -0.005738       65.85
19630131      0.005330      0.005315       66.20
19630201      0.001523      0.001662       66.31
19630204     -0.001903     -0.002111       66.17
19630205     -0.000156     -0.000907       66.11
19630206      0.005172      0.004387       66.40
19630207     -0.003355     -0.003464       66.17
19630208      0.000561      0.000000       66.17
19630211     -0.005747     -0.006196       65.76
19630212      0.000996      0.001064       65.83
19630213      0.004977      0.004861       66.15
19630214      0.003194      0.003023       66.35
19630215      0.001178      0.000904       66.41
19630218      0.001840      0.001656       66.52
19630219     -0.004749     -0.004811       66.20
19630220     -0.005532     -0.005589       65.83
19630221      0.001386      0.001367       65.92
19630225     -0.006894     -0.006978       65.46
19630226      0.001184      0.000153       65.47
19630227     -0.006875     -0.007026       65.01
19630228     -0.011196     -0.011075       64.29
19630301     -0.002884     -0.002955       64.10
19630304      0.009736      0.009672       64.72
19630305      0.000372      0.000309       64.74
19630306      0.002051      0.001699       64.85
19630307      0.006316      0.006322       65.26
19630308      0.001034      0.001073       65.33
19630311      0.002851      0.002755       65.51
19630312      0.002676      0.002442       65.67
19630313      0.003666      0.003655       65.91
19630314     -0.004517     -0.004703       65.60
19630315      0.004219      0.005030       65.93
19630318     -0.004070     -0.004854       65.61
19630319     -0.002093     -0.002134       65.47
19630320      0.007173      0.007332       65.95
19630321     -0.001406     -0.001516       65.85
19630322      0.004845      0.005163       66.19
19630325      0.000550      0.000302       66.21
19630326      0.002769      0.002870       66.40
19630327      0.004190      0.004217       66.68
19630328     -0.001375     -0.001500       66.58
19630329     -0.000036     -0.000150       66.57
19630401      0.004244      0.004206       66.85
19630402     -0.000252     -0.000150       66.84
19630403      0.007773      0.007780       67.36
19630404      0.007504      0.007274       67.85
19630405      0.006397      0.006338       68.28
19630408      0.003535      0.003515       68.52
19630409     -0.001051     -0.001022       68.45
19630410     -0.002613     -0.002337       68.29
19630411      0.006812      0.007029       68.77
19630415      0.004552      0.004653       69.09
19630416      0.001182      0.000724       69.14
19630417     -0.003041     -0.003182       68.92
19630418     -0.000490     -0.000435       68.89
19630419      0.004826      0.004935       69.23
19630422      0.001039      0.001011       69.30
19630423      0.003616      0.003319       69.53
19630424      0.002651      0.002733       69.72
19630425      0.000710      0.000574       69.76
19630426     -0.001018     -0.000860       69.70
19630429     -0.000554     -0.000717       69.65
19630430      0.002277      0.002154       69.80
19630501      0.002820      0.002436       69.97
19630502      0.002719      0.002858       70.17
19630503     -0.001747     -0.001995       70.03
19630506     -0.006773     -0.007140       69.53
19630507     -0.000199     -0.001294       69.44
19630508      0.008861      0.008209       70.01
19630509      0.004861      0.004856       70.35
19630510      0.002595      0.002416       70.52
19630513     -0.000079     -0.000567       70.48
19630514     -0.003564     -0.003831       70.21
19630515      0.002882      0.003133       70.43
19630516     -0.002226     -0.002556       70.25
19630517      0.000795      0.000569       70.29
19630520     -0.004556     -0.004695       69.96
19630521      0.002830      0.002573       70.14
19630522      0.000155      0.000000       70.14
19630523     -0.000568     -0.000570       70.10
19630524     -0.001049     -0.001141       70.02
19630527     -0.001282     -0.002142       69.87
19630528      0.002283      0.002004       70.01
19630529      0.004651      0.004571       70.33
19630531      0.006289      0.006683       70.80
19630603     -0.001117     -0.001554       70.69
19630604      0.000168      0.000141       70.70
19630605     -0.002124     -0.002405       70.53
19630606      0.000788      0.000709       70.58
19630607     -0.002235     -0.002409       70.41
19630610     -0.006504     -0.006675       69.94
19630611      0.001339      0.001287       70.03
19630612      0.005286      0.005426       70.41
19630613     -0.002759     -0.002556       70.23
19630614      0.000847      0.000285       70.25
19630617     -0.004323     -0.004413       69.94
19630618      0.001296      0.001144       70.02
19630619      0.001181      0.001000       70.09
19630620     -0.001057     -0.001141       70.01
19630621      0.003339      0.003428       70.25
19630624     -0.000769     -0.000712       70.20
19630625     -0.002222     -0.002279       70.04
19630626     -0.009037     -0.008995       69.41
19630627     -0.004847     -0.004898       69.07
19630628      0.004123      0.004343       69.37
19630701     -0.006953     -0.007352       68.86
19630702      0.008608      0.008713       69.46
19630703      0.006724      0.006910       69.94
19630705      0.004078      0.004003       70.22
19630708     -0.006852     -0.006836       69.74
19630709      0.004328      0.004302       70.04
19630710     -0.001917     -0.002142       69.89
19630711     -0.001961     -0.001860       69.76
19630712     -0.001711     -0.001720       69.64
19630715     -0.006277     -0.006318       69.20
19630716     -0.000708     -0.000867       69.14
19630717     -0.003144     -0.003037       68.93
19630718     -0.005761     -0.006383       68.49
19630719     -0.001794     -0.002044       68.35
19630722     -0.006751     -0.006584       67.90
19630723      0.000124      0.000147       67.91
19630724      0.005203      0.005448       68.28
19630725     -0.000488     -0.000293       68.26
19630726      0.004012      0.004102       68.54
19630729      0.002023      0.001897       68.67
19630730      0.008796      0.008301       69.24
19630731     -0.001144     -0.001589       69.13
19630801     -0.000813     -0.000868       69.07
19630802      0.003154      0.003330       69.30
19630805      0.005986      0.005916       69.71
19630806      0.006968      0.006599       70.17
19630807     -0.002332     -0.002993       69.96
19630808      0.001307      0.000858       70.02
19630809      0.006667      0.006570       70.48
19630812      0.002164      0.001561       70.59
19630813      0.002953      0.002833       70.79
19630814      0.003588      0.003955       71.07
19630815      0.004587      0.004362       71.38
19630816      0.001712      0.001541       71.49
19630819     -0.000622     -0.000699       71.44
19630820     -0.000756     -0.000840       71.38
19630821     -0.001475     -0.001261       71.29
19630822      0.003721      0.003507       71.54
19630823      0.003625      0.003075       71.76
19630826      0.002103      0.002090       71.91
19630827     -0.004479     -0.005423       71.52
19630828      0.007502      0.007271       72.04
19630829      0.001870      0.001666       72.16
19630830      0.004937      0.004712       72.50
19630903      0.002202      0.002207       72.66
19630904     -0.000372     -0.000275       72.64
19630905      0.005093      0.004956       73.00
19630906     -0.002277     -0.002192       72.84
19630909     -0.003209     -0.003569       72.58
19630910      0.005856      0.005649       72.99
19630911      0.002963      0.002877       73.20
19630912     -0.000705     -0.000683       73.15
19630913      0.000039      0.000273       73.17
19630916     -0.001443     -0.001367       73.07
19630917      0.000852      0.000684       73.12
19630918     -0.004219     -0.004376       72.80
19630919      0.005965      0.005769       73.22
19630920      0.001018      0.001093       73.30
19630923     -0.004528     -0.004638       72.96
19630924      0.004602      0.004660       73.30
19630925     -0.005419     -0.005593       72.89
19630926     -0.008605     -0.008506       72.27
19630927     -0.002051     -0.001937       72.13
19630930     -0.006123     -0.005961       71.70
19631001      0.007546      0.007252       72.22
19631002      0.001177      0.001108       72.30
19631003      0.007268      0.007331       72.83
19631004      0.000315      0.000275       72.85
19631007     -0.002068     -0.002059       72.70
19631008     -0.001281     -0.001376       72.60
19631009     -0.005801     -0.005785       72.18
19631010      0.000762      0.000277       72.20
19631011      0.001015      0.000970       72.27
19631014      0.000635      0.000415       72.30
19631015      0.001527      0.001383       72.40
19631016      0.009871      0.007873       72.97
19631017      0.002019      0.003974       73.26
19631018      0.000883      0.000819       73.32
19631021      0.000801      0.000818       73.38
19631022     -0.005647     -0.005724       72.96
19631023      0.000579      0.000548       73.00
19631024      0.003897      0.003836       73.28
19631025      0.010069      0.009962       74.01
19631028      0.006355      0.006350       74.48
19631029      0.000347     -0.000269       74.46
19631030     -0.008647     -0.008864       73.80
19631031      0.002911      0.002846       74.01
19631101     -0.002318     -0.002432       73.83
19631104     -0.004530     -0.005147       73.45
19631106     -0.008005     -0.008713       72.81
19631107      0.003491      0.003434       73.06
19631108      0.005827      0.004106       73.36
19631111      0.002281      0.002181       73.52
19631112     -0.003766     -0.003945       73.23
19631113      0.000887      0.000819       73.29
19631114     -0.004624     -0.004639       72.95
19631115     -0.007969     -0.008225       72.35
19631118     -0.007062     -0.007187       71.83
19631119      0.001099      0.000975       71.90
19631120      0.009566      0.009179       72.56
19631121     -0.013021     -0.012955       71.62
19631122     -0.029088     -0.028065       69.61
19631126      0.042711      0.039793       72.38
19631127     -0.001809     -0.001796       72.25
19631129      0.013510      0.013564       73.23
19631202      0.005873      0.005872       73.66
19631203     -0.000377     -0.000543       73.62
19631204      0.002588      0.002445       73.80
19631205      0.006553      0.006504       74.28
19631206     -0.003577     -0.003770       74.00
19631209     -0.000475     -0.000541       73.96
19631210      0.000776      0.000406       73.99
19631211     -0.001240     -0.001216       73.90
19631212      0.000289      0.000135       73.91
19631213      0.001862      0.002029       74.06
19631216      0.003410      0.003241       74.30
19631217      0.005954      0.005922       74.74
19631218     -0.001342     -0.001472       74.63
19631219     -0.002994     -0.003082       74.40
19631220     -0.001556     -0.001613       74.28
19631223     -0.006203     -0.006327       73.81
19631224      0.002137      0.002168       73.97
19631226      0.004767      0.004732       74.32
19631227      0.001693      0.001615       74.44
19631230      0.001757      0.001612       74.56
19631231      0.005935      0.006170       75.02
19640102      0.005475      0.005465       75.43
19640103      0.001167      0.000928       75.50
19640106      0.002214      0.002252       75.67
19640107      0.000183      0.000264       75.69
19640108      0.003938      0.004096       76.00
19640109      0.003609      0.003684       76.28
19640110     -0.000397     -0.000524       76.24
19640113     -0.000737     -0.000262       76.22
19640114      0.002215      0.001837       76.36
19640115      0.003520      0.003667       76.64
19640116     -0.001017     -0.001174       76.55
19640117      0.000073      0.000131       76.56
19640120     -0.001670     -0.001959       76.41
19640121      0.003192      0.002748       76.62
19640122      0.005066      0.005351       77.03
19640123      0.000875      0.000779       77.09
19640124      0.000359      0.000259       77.11
19640127     -0.000489     -0.000389       77.08
19640128      0.000415      0.000259       77.10
19640129     -0.006023     -0.006096       76.63
19640130      0.000786      0.000913       76.70
19640131      0.004670      0.004433       77.04
19640203     -0.000587     -0.000909       76.97
19640204     -0.000825     -0.001169       76.88
19640205     -0.000779     -0.001691       76.75
19640206      0.002446      0.002345       76.93
19640207      0.003903      0.003250       77.18
19640210     -0.001480     -0.001684       77.05
19640211      0.003842      0.003634       77.33
19640212      0.003103      0.003104       77.57
19640213      0.001366     -0.000645       77.52
19640214     -0.000808     -0.000516       77.48
19640217      0.000196     -0.000258       77.46
19640218      0.000306      0.000129       77.47
19640219      0.001168      0.001033       77.55
19640220      0.001084      0.000903       77.62
19640224      0.001091      0.000773       77.68
19640225      0.000617      0.000000       77.68
19640226      0.002770      0.002446       77.87
19640227     -0.003094     -0.003210       77.62
19640228      0.002353      0.002319       77.80
19640302      0.002347      0.002185       77.97
19640303      0.003280      0.003206       78.22
19640304     -0.001849     -0.001918       78.07
19640305      0.000111     -0.000128       78.06
19640306      0.003289      0.003203       78.31
19640309      0.000233      0.000255       78.33
19640310      0.003619      0.003319       78.59
19640311      0.004701      0.004581       78.95
19640312      0.001722      0.001647       79.08
19640313      0.000843      0.000759       79.14
19640316      0.000271      0.000000       79.14
19640317      0.002404      0.002274       79.32
19640318      0.000947      0.000756       79.38
19640319     -0.001138     -0.001008       79.30
19640320     -0.004782     -0.004792       78.92
19640323      0.000224      0.000127       78.93
19640324     -0.001843     -0.001774       78.79
19640325      0.002515      0.002285       78.97
19640326      0.002887      0.002786       79.19
19640330     -0.000709     -0.000631       79.14
19640331     -0.001918     -0.002022       78.98
19640401      0.003441      0.003292       79.24
19640402      0.005858      0.005805       79.70
19640403      0.002905      0.003011       79.94
19640406      0.000649      0.001001       80.02
19640407     -0.003636     -0.003499       79.74
19640408      0.000034      0.000125       79.75
19640409     -0.000459     -0.000627       79.70
19640410      0.002059      0.001882       79.85
19640413     -0.001008     -0.001002       79.77
19640414      0.002873      0.002758       79.99
19640415      0.001451      0.001250       80.09
19640416      0.001223      0.001373       80.20
19640417      0.004403      0.004364       80.55
19640420     -0.000570     -0.000621       80.50
19640421      0.000617      0.000497       80.54
19640422     -0.000552     -0.000621       80.49
19640423     -0.001809     -0.001367       80.38
19640424     -0.007844     -0.007838       79.75
19640427     -0.005055     -0.005016       79.35
19640428      0.007041      0.006931       79.90
19640429     -0.003308     -0.002503       79.70
19640430     -0.002054     -0.003011       79.46
19640501      0.008763      0.008935       80.17
19640504      0.004376      0.003742       80.47
19640505      0.005490      0.005095       80.88
19640506      0.002837      0.002226       81.06
19640507      0.001057      0.001110       81.15
19640508     -0.001879     -0.001848       81.00
19640511     -0.000221     -0.001235       80.90
19640512      0.003616      0.003214       81.16
19640513     -0.002172     -0.002341       80.97
19640514     -0.001289     -0.001359       80.86
19640515      0.002094      0.001855       81.01
19640518     -0.003608     -0.003580       80.72
19640519     -0.005028     -0.005203       80.30
19640520      0.004879      0.004483       80.66
19640521      0.000289      0.000496       80.70
19640522      0.000456      0.000372       80.73
19640525     -0.001129     -0.002106       80.56
19640526     -0.001748     -0.002110       80.39
19640527     -0.001523     -0.001617       80.26
19640528      0.001508      0.001371       80.37
19640601     -0.003345     -0.003235       80.11
19640602     -0.004969     -0.005118       79.70
19640603     -0.002422     -0.002635       79.49
19640604     -0.010424     -0.010316       78.67
19640605      0.004734      0.004449       79.02
19640608     -0.004949     -0.004809       78.64
19640609      0.006556      0.006358       79.14
19640610      0.003965      0.003791       79.44
19640611      0.003736      0.003651       79.73
19640612     -0.002208     -0.001631       79.60
19640615      0.005158      0.004648       79.97
19640616      0.005666      0.005377       80.40
19640617      0.005317      0.005100       80.81
19640618     -0.000286     -0.000247       80.79
19640619      0.001417      0.001238       80.89
19640622      0.002854      0.002720       81.11
19640623     -0.004265     -0.004192       80.77
19640624      0.003732      0.003590       81.06
19640625      0.001966      0.001850       81.21
19640626      0.003164      0.003078       81.46
19640629      0.002252      0.002210       81.64
19640630      0.000547      0.000612       81.69
19640701      0.007028      0.007100       82.27
19640702      0.004014      0.004011       82.60
19640706      0.004701      0.004600       82.98
19640707      0.001786      0.001687       83.12
19640708     -0.000068      0.000000       83.12
19640709      0.001262      0.001203       83.22
19640710      0.001835      0.001682       83.36
19640713     -0.000750     -0.000600       83.31
19640714     -0.003292     -0.003001       83.06
19640715      0.003669      0.003371       83.34
19640716      0.003738      0.003600       83.64
19640717      0.004425      0.004424       84.01
19640720     -0.003432     -0.003214       83.74
19640721     -0.002146     -0.002388       83.54
19640722     -0.000060     -0.000239       83.52
19640723     -0.000535     -0.000479       83.48
19640724     -0.000268     -0.000240       83.46
19640727     -0.004653     -0.004553       83.08
19640728     -0.002596     -0.002768       82.85
19640729      0.001128      0.000845       82.92
19640730      0.001919      0.002050       83.09
19640731      0.001168      0.001083       83.18
19640803     -0.002124     -0.002164       83.00
19640804     -0.011838     -0.012530       81.96
19640805      0.002472      0.001586       82.09
19640806     -0.009180     -0.009136       81.34
19640807      0.006480      0.006393       81.86
19640810     -0.000472     -0.000977       81.78
19640811     -0.000117     -0.000245       81.76
19640812      0.005303      0.005015       82.17
19640813      0.003042      0.002921       82.41
19640814     -0.000814     -0.000728       82.35
19640817      0.000332      0.000121       82.36
19640818      0.000696      0.000486       82.40
19640819     -0.000649     -0.000971       82.32
19640820     -0.004595     -0.004616       81.94
19640821      0.001566      0.001587       82.07
19640824     -0.002165     -0.001950       81.91
19640825     -0.005522     -0.005738       81.44
19640826     -0.001234     -0.001473       81.32
19640827      0.005739      0.004673       81.70
19640828      0.003551      0.003550       81.99
19640831     -0.001938     -0.001951       81.83
19640901      0.004662      0.004277       82.18
19640902      0.001623      0.001582       82.31
19640903      0.003081      0.003037       82.56
19640904      0.002270      0.002422       82.76
19640908      0.001525      0.001329       82.87
19640909      0.002356      0.002172       83.05
19640910      0.000860      0.000602       83.10
19640911      0.004136      0.004212       83.45
19640914     -0.002566     -0.002756       83.22
19640915     -0.002358     -0.002644       83.00
19640916      0.002872      0.002892       83.24
19640917      0.006682      0.006607       83.79
19640918     -0.003584     -0.003700       83.48
19640921      0.004614      0.004552       83.86
19640922      0.000334      0.000358       83.89
19640923      0.000179      0.000238       83.91
19640924      0.001121      0.001073       84.00
19640925      0.002563      0.002500       84.21
19640928      0.000794      0.000831       84.28
19640929     -0.000403     -0.000475       84.24
